"","adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","calendar_start_date","calendar_end_date","Year","dengue_total","UUID","source_cat","S_res","T_res"
"74105","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-03-26","2017-04-01",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74106","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-04-02","2017-04-08",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74107","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-04-09","2017-04-15",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74108","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-04-16","2017-04-22",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74109","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-04-23","2017-04-29",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74110","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-04-30","2017-05-06",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74111","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-05-07","2017-05-13",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74112","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-05-14","2017-05-20",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74113","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-05-21","2017-05-27",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74114","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-05-28","2017-06-03",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74115","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-06-04","2017-06-10",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74116","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-06-11","2017-06-17",2017,1,NA,"PAHO_PLISA","Admin0","Week"
"74117","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-06-18","2017-06-24",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74118","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-06-25","2017-07-01",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74119","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-07-02","2017-07-08",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74120","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-07-09","2017-07-15",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74121","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-07-16","2017-07-22",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74122","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-07-23","2017-07-29",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74123","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-07-30","2017-08-05",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74124","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-08-06","2017-08-12",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74125","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-08-13","2017-08-19",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74126","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-08-20","2017-08-26",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74127","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-08-27","2017-09-02",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74128","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-09-03","2017-09-09",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74129","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-09-10","2017-09-16",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74130","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-09-17","2017-09-23",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74131","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-09-24","2017-09-30",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74132","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-10-01","2017-10-07",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74133","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-10-08","2017-10-14",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74134","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-10-15","2017-10-21",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74135","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-10-22","2017-10-28",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74136","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-10-29","2017-11-04",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74137","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-11-05","2017-11-11",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74138","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-11-12","2017-11-18",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74139","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-11-19","2017-11-25",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74140","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-11-26","2017-12-02",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74141","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-12-03","2017-12-09",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74142","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-12-10","2017-12-16",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74143","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-12-17","2017-12-23",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74144","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-12-24","2017-12-30",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74145","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2017-12-31","2018-01-06",2017,0,NA,"PAHO_PLISA","Admin0","Week"
"74146","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-01-07","2018-01-13",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74147","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-01-14","2018-01-20",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74148","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-01-21","2018-01-27",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74149","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-05-20","2018-05-26",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74150","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-05-27","2018-06-02",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74151","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-06-03","2018-06-09",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74152","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-06-10","2018-06-16",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74153","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-06-17","2018-06-23",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74154","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-06-24","2018-06-30",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74155","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-07-01","2018-07-07",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74156","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-07-08","2018-07-14",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74157","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-07-15","2018-07-21",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74158","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-07-22","2018-07-28",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74159","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-07-29","2018-08-04",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74160","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-08-05","2018-08-11",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74161","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-08-12","2018-08-18",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74162","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-08-19","2018-08-25",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74163","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-08-26","2018-09-01",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74164","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2018-09-02","2018-09-08",2018,0,NA,"PAHO_PLISA","Admin0","Week"
"74165","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-01-27","2019-02-02",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74166","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-02-03","2019-02-09",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74167","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-02-10","2019-02-16",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74168","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-02-17","2019-02-23",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74169","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-02-24","2019-03-02",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74170","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-03-03","2019-03-09",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74171","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-03-10","2019-03-16",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74172","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-07-07","2019-07-13",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74173","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-07-14","2019-07-20",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74174","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-07-21","2019-07-27",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74175","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-07-28","2019-08-03",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74176","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-08-04","2019-08-10",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74177","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-08-11","2019-08-17",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74178","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-08-18","2019-08-24",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74179","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-08-25","2019-08-31",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74180","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-09-01","2019-09-07",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74181","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-09-08","2019-09-14",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74182","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-09-15","2019-09-21",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74183","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-09-22","2019-09-28",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74184","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-09-29","2019-10-05",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74185","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-11-03","2019-11-09",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74186","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-11-10","2019-11-16",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74187","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-11-17","2019-11-23",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74188","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-11-24","2019-11-30",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74189","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-12-01","2019-12-07",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74190","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-12-08","2019-12-14",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74191","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-12-15","2019-12-21",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74192","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-12-22","2019-12-28",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74193","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2019-12-29","2020-01-04",2019,0,NA,"PAHO_PLISA","Admin0","Week"
"74194","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-01-05","2020-01-11",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74195","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-01-12","2020-01-18",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74196","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-01-19","2020-01-25",2020,2,NA,"PAHO_PLISA","Admin0","Week"
"74197","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-01-26","2020-02-01",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74198","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-02-02","2020-02-08",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74199","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-02-09","2020-02-15",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74200","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-02-16","2020-02-22",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74201","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-02-23","2020-02-29",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74202","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-03-01","2020-03-07",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74203","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-03-08","2020-03-14",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74204","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-03-15","2020-03-21",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74205","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-03-22","2020-03-28",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74206","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-03-29","2020-04-04",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74207","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-04-05","2020-04-11",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74208","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-04-12","2020-04-18",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74209","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-04-19","2020-04-25",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74210","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-04-26","2020-05-02",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74211","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-05-03","2020-05-09",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74212","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-05-10","2020-05-16",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74213","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-05-17","2020-05-23",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74214","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-05-24","2020-05-30",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74215","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-05-31","2020-06-06",2020,0,NA,"PAHO_PLISA","Admin0","Week"
"74216","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-06-07","2020-06-13",2020,1,NA,"PAHO_PLISA","Admin0","Week"
"74217","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-06-14","2020-06-20",2020,2,NA,"PAHO_PLISA","Admin0","Week"
"74218","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-06-21","2020-06-27",2020,3,NA,"PAHO_PLISA","Admin0","Week"
"74219","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-06-28","2020-07-04",2020,6,NA,"PAHO_PLISA","Admin0","Week"
"74220","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-07-05","2020-07-11",2020,5,NA,"PAHO_PLISA","Admin0","Week"
"74221","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-07-12","2020-07-18",2020,10,NA,"PAHO_PLISA","Admin0","Week"
"74222","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-07-19","2020-07-25",2020,15,NA,"PAHO_PLISA","Admin0","Week"
"74223","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-07-26","2020-08-01",2020,7,NA,"PAHO_PLISA","Admin0","Week"
"74224","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-08-02","2020-08-08",2020,10,NA,"PAHO_PLISA","Admin0","Week"
"74225","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-08-09","2020-08-15",2020,24,NA,"PAHO_PLISA","Admin0","Week"
"74226","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-08-16","2020-08-22",2020,40,NA,"PAHO_PLISA","Admin0","Week"
"74227","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-08-23","2020-08-29",2020,51,NA,"PAHO_PLISA","Admin0","Week"
"74228","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-08-30","2020-09-05",2020,94,NA,"PAHO_PLISA","Admin0","Week"
"74229","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-09-06","2020-09-12",2020,130,NA,"PAHO_PLISA","Admin0","Week"
"74230","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-09-13","2020-09-19",2020,72,NA,"PAHO_PLISA","Admin0","Week"
"74231","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-09-20","2020-09-26",2020,105,NA,"PAHO_PLISA","Admin0","Week"
"74232","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-09-27","2020-10-03",2020,189,NA,"PAHO_PLISA","Admin0","Week"
"74233","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2020-10-04","2020-10-10",2020,382,NA,"PAHO_PLISA","Admin0","Week"
"74234","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2021-01-03","2021-01-09",2021,0,NA,"PAHO_PLISA","Admin0","Week"
"74235","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2021-01-10","2021-01-16",2021,0,NA,"PAHO_PLISA","Admin0","Week"
"74236","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2021-01-17","2021-01-23",2021,1,NA,"PAHO_PLISA","Admin0","Week"
"74237","SAINT VINCENT AND THE GRENADINES",NA,NA,"SAINT VINCENT AND THE GRENADINES","VCT",211,"VCT","2021-03-28","2021-04-03",2021,0,NA,"PAHO_PLISA","Admin0","Week"
